COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
San Diego,2018,Age groups,0–4 years,0–4 years,"1,421",63.8,
San Francisco,2018,Age groups,0–4 years,0–4 years,445,102.4,
San Joaquin,2018,Age groups,0–4 years,0–4 years,397,76.5,
San Luis Obispo,2018,Age groups,0–4 years,0–4 years,78,59.2,
San Mateo,2018,Age groups,0–4 years,0–4 years,240,54.3,
Santa Barbara,2018,Age groups,0–4 years,0–4 years,106,37.4,
Santa Clara,2018,Age groups,0–4 years,0–4 years,513,42.9,
Santa Cruz,2018,Age groups,0–4 years,0–4 years,74,48.5,
Shasta,2018,Age groups,0–4 years,0–4 years,66,65.8,
Sierra,2018,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2018,Age groups,0–4 years,0–4 years,11,,Rate not available due to statistical instability
Solano,2018,Age groups,0–4 years,0–4 years,273,103.3,
Sonoma,2018,Age groups,0–4 years,0–4 years,160,63.6,
Stanislaus,2018,Age groups,0–4 years,0–4 years,298,76.9,
Sutter,2018,Age groups,0–4 years,0–4 years,21,31.4,
Tehama,2018,Age groups,0–4 years,0–4 years,33,75.3,
Trinity,2018,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2018,Age groups,0–4 years,0–4 years,314,84.3,
Tuolumne,2018,Age groups,0–4 years,0–4 years,12,53.7,
Ventura,2018,Age groups,0–4 years,0–4 years,265,52.3,
Yolo,2018,Age groups,0–4 years,0–4 years,84,66.7,
Yuba,2018,Age groups,0–4 years,0–4 years,27,46.2,
California,2018,Age groups,5–17 years,5–17 years,"40,508",59.9,
Alameda,2018,Age groups,5–17 years,5–17 years,"1,667",65.9,
Alpine,2018,Age groups,5–17 years,5–17 years,0,0,
Amador,2018,Age groups,5–17 years,5–17 years,25,60.9,
Butte,2018,Age groups,5–17 years,5–17 years,127,38.1,
Calaveras,2018,Age groups,5–17 years,5–17 years,35,66.3,
Colusa,2018,Age groups,5–17 years,5–17 years,32,72.6,
Contra Costa,2018,Age groups,5–17 years,5–17 years,"1,347",73.5,
Del Norte,2018,Age groups,5–17 years,5–17 years,36,85.2,
El Dorado,2018,Age groups,5–17 years,5–17 years,99,37.2,
Fresno,2018,Age groups,5–17 years,5–17 years,"2,266",109.7,
Glenn,2018,Age groups,5–17 years,5–17 years,23,41.8,
Humboldt,2018,Age groups,5–17 years,5–17 years,94,44.7,
Imperial,2018,Age groups,5–17 years,5–17 years,476,121.2,
Inyo,2018,Age groups,5–17 years,5–17 years,18,65.4,
Kern,2018,Age groups,5–17 years,5–17 years,"1,287",68.7,
Kings,2018,Age groups,5–17 years,5–17 years,255,72.9,
Lake,2018,Age groups,5–17 years,5–17 years,84,84.5,
Lassen,2018,Age groups,5–17 years,5–17 years,18,46.4,
Los Angeles,2018,Age groups,5–17 years,5–17 years,"12,309",73.5,
Madera,2018,Age groups,5–17 years,5–17 years,283,91.8,
Marin,2018,Age groups,5–17 years,5–17 years,107,27.7,
Mariposa,2018,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2018,Age groups,5–17 years,5–17 years,107,75.9,
Merced,2018,Age groups,5–17 years,5–17 years,450,75.8,
Modoc,2018,Age groups,5–17 years,5–17 years,25,180,
Mono,2018,Age groups,5–17 years,5–17 years,13,62.8,
Monterey,2018,Age groups,5–17 years,5–17 years,416,49,
Napa,2018,Age groups,5–17 years,5–17 years,104,48.3,
Nevada,2018,Age groups,5–17 years,5–17 years,38,33,
Orange,2018,Age groups,5–17 years,5–17 years,"2,059",39,
Placer,2018,Age groups,5–17 years,5–17 years,200,35.8,
Plumas,2018,Age groups,5–17 years,5–17 years,20,87.3,
Riverside,2018,Age groups,5–17 years,5–17 years,"2,355",53.5,
Sacramento,2018,Age groups,5–17 years,5–17 years,"2,009",76,
San Benito,2018,Age groups,5–17 years,5–17 years,83,79.9,
San Bernardino,2018,Age groups,5–17 years,5–17 years,"2,649",62.4,
San Diego,2018,Age groups,5–17 years,5–17 years,"2,223",37.6,
San Francisco,2018,Age groups,5–17 years,5–17 years,482,51.4,
San Joaquin,2018,Age groups,5–17 years,5–17 years,"1,089",73,
San Luis Obispo,2018,Age groups,5–17 years,5–17 years,121,32.5,
San Mateo,2018,Age groups,5–17 years,5–17 years,420,35.5,
Santa Barbara,2018,Age groups,5–17 years,5–17 years,327,44.1,
Santa Clara,2018,Age groups,5–17 years,5–17 years,987,29.9,
Santa Cruz,2018,Age groups,5–17 years,5–17 years,138,30.4,
Shasta,2018,Age groups,5–17 years,5–17 years,114,41.4,
Sierra,2018,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2018,Age groups,5–17 years,5–17 years,22,34.6,
Solano,2018,Age groups,5–17 years,5–17 years,749,102.3,
Sonoma,2018,Age groups,5–17 years,5–17 years,330,46,
Stanislaus,2018,Age groups,5–17 years,5–17 years,776,72.4,
Sutter,2018,Age groups,5–17 years,5–17 years,83,46.1,
Tehama,2018,Age groups,5–17 years,5–17 years,62,55.7,
Trinity,2018,Age groups,5–17 years,5–17 years,11,,Rate not available due to statistical instability
Tulare,2018,Age groups,5–17 years,5–17 years,469,43.8,
Tuolumne,2018,Age groups,5–17 years,5–17 years,35,56.3,
Ventura,2018,Age groups,5–17 years,5–17 years,681,47,
Yolo,2018,Age groups,5–17 years,5–17 years,179,46.3,
Yuba,2018,Age groups,5–17 years,5–17 years,79,50.3,
California,2018,Age groups,18–64 years,18–64 years,"91,324",37.3,
Alameda,2018,Age groups,18–64 years,18–64 years,"4,508",42.2,
Alpine,2018,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2018,Age groups,18–64 years,18–64 years,84,42.4,
Butte,2018,Age groups,18–64 years,18–64 years,629,46.5,
Calaveras,2018,Age groups,18–64 years,18–64 years,120,52.8,
Colusa,2018,Age groups,18–64 years,18–64 years,59,46,
Contra Costa,2018,Age groups,18–64 years,18–64 years,"3,536",51.6,
Del Norte,2018,Age groups,18–64 years,18–64 years,85,53.2,
El Dorado,2018,Age groups,18–64 years,18–64 years,363,35.9,
Fresno,2018,Age groups,18–64 years,18–64 years,"2,845",47.7,
Glenn,2018,Age groups,18–64 years,18–64 years,61,37,
Humboldt,2018,Age groups,18–64 years,18–64 years,491,61.4,
Imperial,2018,Age groups,18–64 years,18–64 years,481,43.1,
Inyo,2018,Age groups,18–64 years,18–64 years,48,48.9,
Kern,2018,Age groups,18–64 years,18–64 years,"2,212",40.4,
Kings,2018,Age groups,18–64 years,18–64 years,428,48.8,
Lake,2018,Age groups,18–64 years,18–64 years,338,99.1,
Lassen,2018,Age groups,18–64 years,18–64 years,77,38.7,
Los Angeles,2018,Age groups,18–64 years,18–64 years,"25,499",39.3,
Madera,2018,Age groups,18–64 years,18–64 years,270,29.3,
Marin,2018,Age groups,18–64 years,18–64 years,313,21.6,
Mariposa,2018,Age groups,18–64 years,18–64 years,49,56.5,
Mendocino,2018,Age groups,18–64 years,18–64 years,304,62.3,
Merced,2018,Age groups,18–64 years,18–64 years,943,56.1,
Modoc,2018,Age groups,18–64 years,18–64 years,48,95.7,
Mono,2018,Age groups,18–64 years,18–64 years,47,62,
Monterey,2018,Age groups,18–64 years,18–64 years,940,34.8,
Napa,2018,Age groups,18–64 years,18–64 years,275,31.8,
Nevada,2018,Age groups,18–64 years,18–64 years,136,26.4,
Orange,2018,Age groups,18–64 years,18–64 years,"4,286",21.5,
Placer,2018,Age groups,18–64 years,18–64 years,728,33,
Plumas,2018,Age groups,18–64 years,18–64 years,49,54,
Riverside,2018,Age groups,18–64 years,18–64 years,"5,058",35,
Sacramento,2018,Age groups,18–64 years,18–64 years,"6,157",65.6,
San Benito,2018,Age groups,18–64 years,18–64 years,175,50.5,
San Bernardino,2018,Age groups,18–64 years,18–64 years,"5,971",44.8,
San Diego,2018,Age groups,18–64 years,18–64 years,"5,006",24.7,
San Francisco,2018,Age groups,18–64 years,18–64 years,"1,613",27,
San Joaquin,2018,Age groups,18–64 years,18–64 years,"2,777",61.7,
San Luis Obispo,2018,Age groups,18–64 years,18–64 years,412,26.4,
San Mateo,2018,Age groups,18–64 years,18–64 years,"1,121",23.5,
Santa Barbara,2018,Age groups,18–64 years,18–64 years,660,23.5,
Santa Clara,2018,Age groups,18–64 years,18–64 years,"3,009",24.5,
Santa Cruz,2018,Age groups,18–64 years,18–64 years,437,26.9,
Shasta,2018,Age groups,18–64 years,18–64 years,390,40.5,
Sierra,2018,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2018,Age groups,18–64 years,18–64 years,86,35.8,
Solano,2018,Age groups,18–64 years,18–64 years,"2,021",77.5,
Sonoma,2018,Age groups,18–64 years,18–64 years,"1,057",36,
Stanislaus,2018,Age groups,18–64 years,18–64 years,"1,657",50.1,
Sutter,2018,Age groups,18–64 years,18–64 years,173,29,
Tehama,2018,Age groups,18–64 years,18–64 years,176,49.6,
Trinity,2018,Age groups,18–64 years,18–64 years,33,53,
Tulare,2018,Age groups,18–64 years,18–64 years,738,26.5,
Tuolumne,2018,Age groups,18–64 years,18–64 years,134,48.4,
Ventura,2018,Age groups,18–64 years,18–64 years,"1,320",26,
Yolo,2018,Age groups,18–64 years,18–64 years,464,35.6,
Yuba,2018,Age groups,18–64 years,18–64 years,203,44.2,
California,2018,Age groups,65+ years,65+ years,"12,730",21.6,
Alameda,2018,Age groups,65+ years,65+ years,735,30.6,
Alpine,2018,Age groups,65+ years,65+ years,0,0,
Amador,2018,Age groups,65+ years,65+ years,19,19.8,
Butte,2018,Age groups,65+ years,65+ years,77,17.3,
Calaveras,2018,Age groups,65+ years,65+ years,16,12.6,
Colusa,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2018,Age groups,65+ years,65+ years,541,28.4,
Del Norte,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2018,Age groups,65+ years,65+ years,70,17,
Fresno,2018,Age groups,65+ years,65+ years,403,33.1,
Glenn,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2018,Age groups,65+ years,65+ years,59,24.3,
Imperial,2018,Age groups,65+ years,65+ years,69,28.6,
Inyo,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2018,Age groups,65+ years,65+ years,178,17.2,
Kings,2018,Age groups,65+ years,65+ years,37,24.2,
Lake,2018,Age groups,65+ years,65+ years,53,34.6,
Lassen,2018,Age groups,65+ years,65+ years,11,,Rate not available due to statistical instability
Los Angeles,2018,Age groups,65+ years,65+ years,"3,433",23.5,
Madera,2018,Age groups,65+ years,65+ years,57,24.9,
Marin,2018,Age groups,65+ years,65+ years,102,17.3,
Mariposa,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2018,Age groups,65+ years,65+ years,50,26.8,
Merced,2018,Age groups,65+ years,65+ years,90,28.3,
Modoc,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2018,Age groups,65+ years,65+ years,0,0,
Monterey,2018,Age groups,65+ years,65+ years,105,17.5,
Napa,2018,Age groups,65+ years,65+ years,79,29.4,
Nevada,2018,Age groups,65+ years,65+ years,32,11.6,
Orange,2018,Age groups,65+ years,65+ years,790,16.4,
Placer,2018,Age groups,65+ years,65+ years,117,14.9,
Plumas,2018,Age groups,65+ years,65+ years,15,26,
Riverside,2018,Age groups,65+ years,65+ years,568,15.7,
Sacramento,2018,Age groups,65+ years,65+ years,652,30.4,
San Benito,2018,Age groups,65+ years,65+ years,35,45.9,
San Bernardino,2018,Age groups,65+ years,65+ years,566,21.9,
San Diego,2018,Age groups,65+ years,65+ years,786,15.8,
San Francisco,2018,Age groups,65+ years,65+ years,319,21.7,
San Joaquin,2018,Age groups,65+ years,65+ years,264,27.3,
San Luis Obispo,2018,Age groups,65+ years,65+ years,82,14,
San Mateo,2018,Age groups,65+ years,65+ years,270,20.1,
Santa Barbara,2018,Age groups,65+ years,65+ years,120,16.7,
Santa Clara,2018,Age groups,65+ years,65+ years,586,21,
Santa Cruz,2018,Age groups,65+ years,65+ years,76,18,
Shasta,2018,Age groups,65+ years,65+ years,38,10.3,
Sierra,2018,Age groups,65+ years,65+ years,0,0,
Siskiyou,2018,Age groups,65+ years,65+ years,19,17.4,
Solano,2018,Age groups,65+ years,65+ years,311,43.1,
Sonoma,2018,Age groups,65+ years,65+ years,223,22.2,
Stanislaus,2018,Age groups,65+ years,65+ years,173,23.4,
Sutter,2018,Age groups,65+ years,65+ years,14,9.4,
Tehama,2018,Age groups,65+ years,65+ years,17,13.7,
Trinity,2018,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2018,Age groups,65+ years,65+ years,79,14.1,
Tuolumne,2018,Age groups,65+ years,65+ years,39,26.2,
Ventura,2018,Age groups,65+ years,65+ years,203,15,
Yolo,2018,Age groups,65+ years,65+ years,80,29.2,
Yuba,2018,Age groups,65+ years,65+ years,24,24.3,
California,2018,Race/ethnicity,White,All ages,"42,139",31.6,
Alameda,2018,Race/ethnicity,White,All ages,"1,249",23.9,
Alpine,2018,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2018,Race/ethnicity,White,All ages,109,46.7,
Butte,2018,Race/ethnicity,White,All ages,629,43.4,
Calaveras,2018,Race/ethnicity,White,All ages,151,54.6,
Colusa,2018,Race/ethnicity,White,All ages,41,65.5,
Contra Costa,2018,Race/ethnicity,White,All ages,"1,449",31.7,
Del Norte,2018,Race/ethnicity,White,All ages,96,70.8,
El Dorado,2018,Race/ethnicity,White,All ages,422,35,
Fresno,2018,Race/ethnicity,White,All ages,"1,506",60.6,
Glenn,2018,Race/ethnicity,White,All ages,52,40,
Humboldt,2018,Race/ethnicity,White,All ages,454,49.4,
Imperial,2018,Race/ethnicity,White,All ages,112,62.9,
Inyo,2018,Race/ethnicity,White,All ages,47,57.6,
Kern,2018,Race/ethnicity,White,All ages,"1,087",39.6,
Kings,2018,Race/ethnicity,White,All ages,267,60.6,
Lake,2018,Race/ethnicity,White,All ages,342,89.3,
Lassen,2018,Race/ethnicity,White,All ages,87,44.5,
Los Angeles,2018,Race/ethnicity,White,All ages,"6,859",27.7,
Madera,2018,Race/ethnicity,White,All ages,156,39.2,
Marin,2018,Race/ethnicity,White,All ages,325,19.7,
Mariposa,2018,Race/ethnicity,White,All ages,61,51.7,
Mendocino,2018,Race/ethnicity,White,All ages,310,67.9,
Merced,2018,Race/ethnicity,White,All ages,417,62.9,
Modoc,2018,Race/ethnicity,White,All ages,41,65.9,
Mono,2018,Race/ethnicity,White,All ages,15,21.4,
Monterey,2018,Race/ethnicity,White,All ages,351,30.7,
Napa,2018,Race/ethnicity,White,All ages,257,38.5,
Nevada,2018,Race/ethnicity,White,All ages,180,26.2,
Orange,2018,Race/ethnicity,White,All ages,"3,082",26.5,
Placer,2018,Race/ethnicity,White,All ages,763,30.5,
Plumas,2018,Race/ethnicity,White,All ages,77,64.6,
Riverside,2018,Race/ethnicity,White,All ages,"2,588",34.8,
Sacramento,2018,Race/ethnicity,White,All ages,"2,779",43.4,
San Benito,2018,Race/ethnicity,White,All ages,83,48.6,
San Bernardino,2018,Race/ethnicity,White,All ages,"2,399",44.5,
San Diego,2018,Race/ethnicity,White,All ages,"2,840",20,
San Francisco,2018,Race/ethnicity,White,All ages,649,19.4,
San Joaquin,2018,Race/ethnicity,White,All ages,"1,052",50.7,
San Luis Obispo,2018,Race/ethnicity,White,All ages,413,26.4,
San Mateo,2018,Race/ethnicity,White,All ages,545,18.8,
Santa Barbara,2018,Race/ethnicity,White,All ages,421,25.3,
Santa Clara,2018,Race/ethnicity,White,All ages,"1,135",18.8,
Santa Cruz,2018,Race/ethnicity,White,All ages,380,26.6,
Shasta,2018,Race/ethnicity,White,All ages,453,37.5,
Sierra,2018,Race/ethnicity,White,All ages,12,60.9,
Siskiyou,2018,Race/ethnicity,White,All ages,118,39.8,
Solano,2018,Race/ethnicity,White,All ages,891,59.5,
Sonoma,2018,Race/ethnicity,White,All ages,955,34.2,
Stanislaus,2018,Race/ethnicity,White,All ages,"1,078",53.4,
Sutter,2018,Race/ethnicity,White,All ages,133,34.6,
Tehama,2018,Race/ethnicity,White,All ages,184,49.3,
Trinity,2018,Race/ethnicity,White,All ages,53,73.2,
Tulare,2018,Race/ethnicity,White,All ages,283,25.4,
Tuolumne,2018,Race/ethnicity,White,All ages,181,50.9,
Ventura,2018,Race/ethnicity,White,All ages,912,28.3,
Yolo,2018,Race/ethnicity,White,All ages,326,38.1,
Yuba,2018,Race/ethnicity,White,All ages,186,45,
California,2018,Race/ethnicity,Black,All ages,"33,599",155,
Alameda,2018,Race/ethnicity,Black,All ages,"3,091",176.1,
Alpine,2018,Race/ethnicity,Black,All ages,0,0,
Amador,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2018,Race/ethnicity,Black,All ages,111,297.4,
Calaveras,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2018,Race/ethnicity,Black,All ages,"1,974",197.7,
Del Norte,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2018,Race/ethnicity,Black,All ages,25,196,
Fresno,2018,Race/ethnicity,Black,All ages,865,175.2,
Glenn,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2018,Race/ethnicity,Black,All ages,53,378.9,
Imperial,2018,Race/ethnicity,Black,All ages,22,79.7,
Inyo,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2018,Race/ethnicity,Black,All ages,917,178.1,
Kings,2018,Race/ethnicity,Black,All ages,103,136.6,
Lake,2018,Race/ethnicity,Black,All ages,32,404.9,
Lassen,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2018,Race/ethnicity,Black,All ages,"11,695",156,
Madera,2018,Race/ethnicity,Black,All ages,59,212.6,
Marin,2018,Race/ethnicity,Black,All ages,66,90.1,
Mariposa,2018,Race/ethnicity,Black,All ages,0,0,
Mendocino,2018,Race/ethnicity,Black,All ages,29,483.3,
Merced,2018,Race/ethnicity,Black,All ages,151,165.9,
Modoc,2018,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
